A waterfront house with a boat dock.,Cottage del Sole,822169,11,"Via Foria, San Lorenzo, Municipalità 4, Napoli, Campania, 80137, Italia",40.8564033,14.2581043,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4749.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12401.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7246.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11027.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14348.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7814.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9853.jpg
A sleek apartment with a home office.,Casa dei Fiori,864488,12,"Via Santa Lucia, Pizzofalcone, Municipalità 1, Napoli, Campania, 80132, Italia",40.8299336,14.248723,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4994.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6889.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1304.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13594.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14059.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12062.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3539.jpg
A cozy cottage with a fireplace.,Casa delle Rose,787902,15,"Via Caracciolo, Trivio, Casamarciano, Napoli, Campania, 80035, Italia",40.9398146,14.5413935,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11109.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10167.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6224.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/185.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6230.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7812.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7406.jpg
A vintage home with restored features.,Palazzo Bella Vista,865276,23,"Via Marina, Forio, Napoli, Campania, 80075, Italia",40.7378116,13.8595406,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/203.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5036.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6398.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8464.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11928.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4105.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14456.jpg
A lakeside cottage with a fishing dock.,Chalet della Collina,307524,14,"Via Mergellina, Mergellina, Municipalità 1, Napoli, Campania, 80122, Italia",40.8236833,14.2194507,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6645.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/15049.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8195.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9090.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3673.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10540.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14745.jpg
A charming bungalow with a pool.,Chalet dei Fiori,179106,7,"Eboli Ugo, 75, Via Santa Brigida, San Ferdinando, Municipalità 1, Napoli, Campania, 80132, Italia",40.8390807,14.2487716,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13622.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5234.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5540.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2648.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2041.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8807.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9049.jpg
A city apartment with excellent transport links.,Palazzo del Mare,641034,17,"Via Posillipo, Mergellina, Municipalità 1, Napoli, Campania, 80122, Italia",40.8213666,14.2143853,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12704.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10200.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11177.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3144.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4867.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/561.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9089.jpg
A villa with a private vineyard.,Tenuta della Collina,645699,7,"Via Dante, Trecase, Napoli, Campania, 80041, Italia",40.7723596,14.4336675,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4356.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3743.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7533.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7188.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8664.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12180.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14834.jpg
A traditional home with beautiful architecture.,Chalet Rossa,361540,9,"Via San Carlo, San Ferdinando, Municipalità 1, Napoli, Campania, 80133, Italia",40.8384164,14.2513283,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1991.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6466.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8970.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/497.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10810.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6693.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/884.jpg
A chic apartment with a gourmet kitchen.,Casa della Luna,648710,12,"Via Medina, Rione Carità, Municipalità 2, Napoli, Campania, 80133, Italia",40.8404963,14.2522785,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14921.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14322.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3286.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11310.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11033.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11194.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1121.jpg
A beachfront property with private access.,Chalet della Collina,495348,3,"Via Salvator Rosa, Volla, Napoli, Campania, 80013, Italia",40.8793571,14.3497026,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5764.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2305.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5070.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5704.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1906.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13872.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9750.jpg
A duplex in a trendy neighborhood.,Villa dei Fiori,460178,24,"Via dei Tribunali, San Lorenzo, Municipalità 4, Napoli, Campania, 80138, Italia",40.8506698,14.2563485,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4420.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10243.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/273.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10817.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14017.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2832.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6679.jpg
A rustic cabin in a peaceful setting.,Tenuta del Sole,765177,16,"Via Agostino Depretis, Porto, Municipalità 2, Napoli, Campania, 80133, Italia",40.8422116,14.2547573,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7765.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3007.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12020.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12268.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1218.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7839.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/713.jpg
A chic condo with a private balcony.,Chalet dei Fiori,304609,14,"Via Mezzocannone, Porto, Municipalità 2, Napoli, Campania, 80138, Italia",40.8447687,14.2572468,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14158.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9459.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11577.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13206.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1725.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3661.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8742.jpg
A suburban home with a finished basement.,Tenuta del Mare,320597,19,"Via del Corso, Olevano Romano, Roma Capitale, Lazio, 00035, Italia",41.8468543,13.040282,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8823.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11340.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7123.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13268.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7091.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12780.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4938.jpg
A vintage home with restored features.,Cottage del Sole,916432,4,"Via Pignasecca, Montecalvario, Municipalità 2, Napoli, Campania, 80100, Italia",40.8461413,14.2478815,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/15461.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11568.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8993.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/15283.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5541.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5215.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14094.jpg
A mountain cabin with hiking trails nearby.,Chalet dei Fiori,337932,24,"Via Orazio, Volla, Napoli, Campania, 80147, Italia",40.8747477,14.3443506,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10035.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12604.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1707.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7375.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11091.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5184.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3440.jpg
A luxurious penthouse with panoramic views.,Appartamento Bella Vista,349856,22,"Via Aniello Falcone, Vomero, Municipalità 5, Napoli, Campania, 80122, Italia",40.837838,14.2180417,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1477.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13409.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/15376.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11417.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12124.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10315.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7195.jpg
A rural estate with horse stables.,Dimora dei Fiori,773727,20,"Via dei Mille, Acerra, Napoli, Campania, 80011, Italia",40.9388102,14.3700923,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/760.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6633.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2969.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12267.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14341.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10206.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3009.jpg
A rural estate with horse stables.,Casa delle Rose,617441,1,"Via Tasso, Afragola Scalo, Afragola, Napoli, Campania, 80021, Italia",40.9161137,14.3046663,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2437.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12415.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13235.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14892.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/563.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14095.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/7078.jpg
A quaint home with traditional decor.,Tenuta dei Fiori,626749,6,"Via Scarlatti, Caivano, Napoli, Campania, 80024, Italia",40.9466355,14.3098487,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12662.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/15203.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/509.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9080.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/516.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10169.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/9631.jpg
A picturesque cottage with a garden.,Chalet della Collina,411918,3,"Via Verdi, Marigliano, Napoli, Campania, 80034, Italia",40.9264357,14.4434403,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/507.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/730.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6624.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/11415.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10163.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/10167.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/2529.jpg
A cozy cottage in a quiet neighborhood.,Tenuta del Sole,797759,14,"Via Ferdinando Galiani, Acerra, Napoli, Campania, 80011, Italia",40.949964,14.355266,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/13004.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/621.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8910.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/12971.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14706.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/6896.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/8946.jpg
A countryside house with a guest house.,Residenza del Mare,453342,24,"Via San Martino, Orsano, Casa Giordano, Lettere, Napoli, Campania, 80057, Italia",40.7068011,14.5499211,Napoli,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/5848.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14212.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/3572.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/605.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/1478.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/14553.jpg,/Users/nandrajog/Downloads/rental_property/lib/House_dataset/socal2/socal_pics/4865.jpg
